Score,Text,clean_text,sentiment
4,"Amazing product, loved it completely! soft phone case incredible",amazing product loved it completely soft phone case incredible,positive
2,"BRIGHT NSTEBOOK ABSLUTE TRADH, AVOIID T ALL COSTS.",bright nstebook abslute tradh avoiid t all costs,negative
3,"ugly shoe It's okay, nothing special. neutral",ugly shoe it s okay nothing special neutral,neutral
1,"Not worth the price, returning it. noisy backpack wtf ✨",not worth the price returning it noisy backpack wtf,negative
4,"WORTH THE MONEY, DEFINITELY WORTH IT. ECO-FRIENDLY MONITOR",worth the money definitely worth it eco friendly monitor,positive
4,High quality and long-lasting. bright socks,high quality and long lasting bright socks,positive
1,USELESS AND PATHETIC PERFORMANCE.,useless and pathetic performance,negative
2,"Broke within a dag, awful. colourful speaker trash acha ha",broke within a dag awful colourful speaker trash acha ha,negative
5,cheap monitor Superb! Highly impressed. doesn't,cheap monitor superb highly impressed doesn t,positive
2,Sytlis hhtshirt worst purchase ever. worthless acha hai,sytlis hhtshirt worst purchase ever worthless acha hai,negative
1,Fragile fan bad customer service and defective product. trash they're,fragile fan bad customer service and defective product trash they re,negative
2,"Very disappointed, bad experience. new jacket faaltu 👎",very disappointed bad experience new jacket faaltu,negative
3,"Works, but not impressive. scratchy wallet",works but not impressive scratchy wallet,neutral
4,Impressed with the build and features. 😡,impressed with the build and features,positive
5,durable pillow Perfect! Works as expected. value for money,durable pillow perfect works as expected value for money,positive
1,HORRIBLE PACKAGING AND BROKEN ITEM. I'M,horrible packaging and broken item i m,negative
1,BAD CUSTOMER SERVICE AND DEFECTIVE PRODUCT. HIGH-END MICROWAVEE  AWFUL CAN'T,bad customer service and defective product high end microwavee awful can t,negative
4,"UGLY HEADPHONES WORTH THE MONEY, DEFINITELY WORTH IT. I'M",ugly headphones worth the money definitely worth it i m,positive
1,Horirble packaging and broke nite.m nott bad,horirble packaging and broke nite m nott bad,negative
2,"Not worth the price, returning it. waterproof sneakers",not worth the price returning it waterproof sneakers,negative
2,"Not worth the price, returning it. premium phone case",not worth the price returning it premium phone case,negative
3,"Works, but not impressive. colourful tablet average",works but not impressive colourful tablet average,neutral
5,"WATERPROOF HEADPHONES AMAZING PRODUCT, LOVED IT COMPLETELY! 😞",waterproof headphones amazing product loved it completely,positive
5,"Absolute delight, works like a charm. heavy router ✨",absolute delight works like a charm heavy router,positive
2,"stylish keyboard Worthless product, doesn't work. terrible",stylish keyboard worthless product doesn t work terrible,negative
2,USELESS AND PATHETIC PERFORMANCE. BUDGET MATTRESS ACHA HAI,useless and pathetic performance budget mattress acha hai,negative
4,Very useful and well designed. amazing,very useful and well designed amazing,positive
1,"sleek smartwatch Do not buy this, waste of money. defective I'm",sleek smartwatch do not buy this waste of money defective i m,negative
5,soft microwave Fantastic quality and great value. worth it not bad,soft microwave fantastic quality and great value worth it not bad,positive
5,Fnatastic quality and great value. premiumm microwave didn't,fnatastic quality and great value premiumm microwave didn t,positive
3,lightweight sneakers I have mixed feelings about this.,lightweight sneakers i have mixed feelings about this,neutral
4,Superb! Highly impressed. excellent,superb highly impressed excellent,positive
4,FANTASTIC QUALITY AND GREAT VALUE. LAME,fantastic quality and great value lame,positive
4,lightweight sneakers Superb! Highly impressed. amazing,lightweight sneakers superb highly impressed amazing,positive
4,"Exceeded my expectations, highly recommend.",exceeded my expectations highly recommend,positive
2,ONE STAR — VERY UNSATISFIED. SCRATCHY SOFA DON'T,one star very unsatisfied scratchy sofa don t,negative
5,high-end vacuum Best purchase I've made this year.,high end vacuum best purchase i ve made this year,positive
5,"NEW FAN ABSOLUTE DELIGHT, WORKS LIKE A CHARM.",new fan absolute delight works like a charm,positive
1,"Broke within a day, awful. scratchy socks",broke within a day awful scratchy socks,negative
1,BAD CUSTOMER SERVICE AND DEFECTIVE PRODUCT. DOESN'T,bad customer service and defective product doesn t,negative
4,Perfect! Works as expected. scratchy camera,perfect works as expected scratchy camera,positive
3,Neutral feelings about this item. acha hai,neutral feelings about this item acha hai,neutral
3,Neither great nor terrible. lightweight tshirt,neither great nor terrible lightweight tshirt,neutral
1,"colourful tshirt Terrible quality, not recommended.",colourful tshirt terrible quality not recommended,negative
1,POOR QUALITY AND MISLEADING DESCRIPTION. NEW MICROWAVE PATHETIC BRILLIANT,poor quality and misleading description new microwave pathetic brilliant,negative
5,stylish oven freat customer  service and product.,stylish oven freat customer service and product,positive
2,stylish jacket Bad customer service and defective product. terrible,stylish jacket bad customer service and defective product terrible,negative
5,IImpressed with the build and  featuress. valeu for money,iimpressed with the build and featuress valeu for money,positive
4,Stylish headphones high quality and long-lasting. 😢,stylish headphones high quality and long lasting,positive
2,"SLEEK VACUUM TERRIBLE QUALITY, NOT RECOMMENDED.",sleek vacuum terrible quality not recommended,negative
4,Happy with the performance. value for money,happy with the performance value for money,positive
1,"Absolute trash, avoid at all costs. noisy sofa",absolute trash avoid at all costs noisy sofa,negative
5,"EXCEEDED MY EXPECTATIONS, HIGHLY RECOMMEND. SLEEK WALLET YOU'RE",exceeded my expectations highly recommend sleek wallet you re,positive
3,"Mediocre quality, acceptable for the price. waterproof notebook 👍",mediocre quality acceptable for the price waterproof notebook,neutral
1,"matte bottle Broke within a day, awful. worthless omg 😀",matte bottle broke within a day awful worthless omg,negative
2,"Glossy headphones broke within a day, awful. 😢😢 not worth it",glossy headphones broke within a day awful not worth it,negative
1,"ugly shoe Not worth the price, returning it. 💯",ugly shoe not worth the price returning it,negative
5,Fragile keyboard impressed with the build and features. love 😞,fragile keyboard impressed with the build and features love,positive
5,"EXCEEDED MY EXPECTATIONS, HIGHLY RECOMMEND. BUDGET WALLET SAHI HAI IT'S",exceeded my expectations highly recommend budget wallet sahi hai it s,positive
2,"VERY DISAPPOINTED, BAD EXPERIENCE. YOU'RE",very disappointed bad experience you re,negative
3,"It'skoay, nothinng special. bright phone qase",it skoay nothinng special bright phone qase,neutral
5,Impressed with the build and features. lightweight vacuum sahi hai lame,impressed with the build and features lightweight vacuum sahi hai lame,positive
5,SUPERB! HIGHLY IMPRESSED. NEW BLENDER BEST,superb highly impressed new blender best,positive
2,"Cheaply made, feels fragile. durable tablet ripoff",cheaply made feels fragile durable tablet ripoff,negative
1,STOPPED WORKING AFTER A WEEK.,stopped working after a week,negative
2,ONE STAR — VERY UNSATISFIED.,one star very unsatisfied,negative
4,"fragile socks Exceeded my expectations, highly recommend. not good",fragile socks exceeded my expectations highly recommend not good,positive
1,sleek socks Useless and pathetic performance. trash mast hai solid,sleek socks useless and pathetic performance trash mast hai solid,negative
2,"Cheaply made, feels fragile. eco-friendly speaker",cheaply made feels fragile eco friendly speaker,negative
1,"DO NOT BUY THIS, WASTE OF MONEY. MATTE WALLET I'M NOT WORKING",do not buy this waste of money matte wallet i m not working,negative
1,Stopped working after a wee. durable bottlewbrluian,stopped working after a wee durable bottlewbrluian,negative
1,ugly pillow Useless and pathetic performance.,ugly pillow useless and pathetic performance,negative
5,Impressed with the build and features. cheap bottle excellent,impressed with the build and features cheap bottle excellent,positive
1,Bad customer service and defective product. scratchy fan ripoff,bad customer service and defective product scratchy fan ripoff,negative
1,"Very disappointed, bad experience. waterproof monitor trash I've",very disappointed bad experience waterproof monitor trash i ve,negative
2,"Terriblle quality, not ecommended.. matte speakez pathetic kor bad",terriblle quality not ecommended matte speakez pathetic kor bad,negative
5,LUXURY JACKET IMPRESSED WITH THE BUILD AND FEATURES. ✨,luxury jacket impressed with the build and features,positive
2,"COMPACT TWHITRHBROKE IWTIN A DAY, AWFLU.",compact twhitrhbroke iwtin a day awflu,negative
1,"Do not buy this, waste of money. ripoff mast hai",do not buy this waste of money ripoff mast hai,negative
4,"TOP-NOTCH EXPERIENCE, WILL BUY AGAIN! SILENT SHOE",top notch experience will buy again silent shoe,positive
4,Perect! Works as expected. stylish fan,perect works as expected stylish fan,positive
5,silent speaker Five stars — outstanding! faaltu meh,silent speaker five stars outstanding faaltu meh,positive
1,POOR QUALITY ANND MISLEADING EDSCRIPTION. YRASH SAHI HAI,poor quality annd misleading edscription yrash sahi hai,negative
1,"Worthless product, doesn't work. awful 😀",worthless product doesn t work awful,negative
4,"SCRATCHY BACKPACK EXCEEDED MY EXPECTATIONS, HIGHLY RECOMMEND. LOVE",scratchy backpack exceeded my expectations highly recommend love,positive
5,Best purchase i've made this year. high-end jacket,best purchase i ve made this year high end jacket,positive
2,"Very disappointed, bad experience. matte wallet",very disappointed bad experience matte wallet,negative
2,"Terrible quality, not recommended. won't",terrible quality not recommended won t,negative
1,Worst purchase ever. high-en dmisrowaave nt bad,worst purchase ever high en dmisrowaave nt bad,negative
4,Best purchase I've made this year. soft oven bilkul bekaar,best purchase i ve made this year soft oven bilkul bekaar,positive
2,"Absolute trash, avoid at all costs. luxury blender i've",absolute trash avoid at all costs luxury blender i ve,negative
1,"Worthlesj product, dosn't work. luxury pillow",worthlesj product dosn t work luxury pillow,negative
2,"NOT WORTH THE PRICE, RETURNING IT. SLEEK SPEAKER HORRIBLE",not worth the price returning it sleek speaker horrible,negative
4,"noisy fan Amazing product, loved it completely! recommend 👎",noisy fan amazing product loved it completely recommend,positive
1,"BROKE WITHIN A DAY, AWFUL. BILKUL BEKAAR",broke within a day awful bilkul bekaar,negative
4,"Amazing product, loved it completely! perfect mast hai not good",amazing product loved it completely perfect mast hai not good,positive
4,"Exceeded my expectations, highly recommend. ugly jacket",exceeded my expectations highly recommend ugly jacket,positive
1,"NOT WORTH THE PRICE, RETURNING IT. LIGHTWEIGHT ROUTER NOT WORTH IT",not worth the price returning it lightweight router not worth it,negative
2,Useless and pathetic performance. matte pillow faaltu not good,useless and pathetic performance matte pillow faaltu not good,negative
3,"Mediocre quality, acceptable for the price. sleek oven average brilliant 👎 not working",mediocre quality acceptable for the price sleek oven average brilliant not working,neutral
5,Highq uality and long-lasting. premiui tshirt outstanding 😢,highq uality and long lasting premiui tshirt outstanding,positive
2,USELESS AND PATHETIC PERFORMANCE. GLOSSY HEADPHONES,useless and pathetic performance glossy headphones,negative
5,Fantastic quality and great value. soft wallet mast hai omg not bad,fantastic quality and great value soft wallet mast hai omg not bad,positive
1,One star — very unsatisfied. new monitor ripoff,one star very unsatisfied new monitor ripoff,negative
2,WORST PURCHASE EVER. UGLY BACKPACK,worst purchase ever ugly backpack,negative
3,"Noisy monitor not bad, could be better.",noisy monitor not bad could be better,neutral
4,"colourful monitor Worth the money, definitely worth it. fantastic",colourful monitor worth the money definitely worth it fantastic,positive
